id,x1,x2,x3,y
1976,0.68,3,1,91.7
1977,0.53,5,2,92.7
1978,0.24,3,2,83.6
1979,0.2,3,3,75.6
1980,0.47,6,2,83.8
1981,0.31,7,2,79.4
1982,0.83,5,1,95.1
1983,0.51,7,3,79.2
1984,0.31,5,3,78.2
1985,0.82,8,2,99.8
1986,0.24,8,4,91.2
1987,0.44,4,3,82.7
1988,0.82,3,2,82.9
1989,0.47,3,1,87.6
1990,0.48,3,2,86.7
1991,0.46,4,2,93.9
1992,0.26,4,3,86.1
1993,0.21,3,2,94
1994,0.64,4,2,89.4
1995,0.4,4,1,88
1996,0.89,8,2,96.7
1997,0.24,8,4,84.7
1998,0.61,7,3,83.1
1999,0.62,8,3,93.5
2000,0.36,5,3,91.6
2001,0.2,3,3,85.1
2002,0.49,5,3,92.7
2003,0.36,4,1,81.7
2004,0.38,7,3,90.2
2005,0.46,4,3,77.7
2006,0.89,6,1,94.7
2007,0.82,4,3,91.2
2008,0.22,5,1,90.6
2009,0.68,6,2,98.9
2010,0.57,2,3,82.9
2011,0.7,3,4,82.8
2012,0.77,7,2,81.7
2013,0.52,4,2,89.4
2014,0.21,4,2,88.4
2015,0.76,5,3,100
2016,0.22,2,3,86.8
2017,0.39,6,4,93.8
2018,0.69,5,4,81.5
2019,0.45,4,4,82.4
2020,0.32,8,2,93.5
2021,0.33,3,3,97.2
2022,0.89,8,2,98.8
2023,0.45,6,2,78.8
2024,0.68,3,2,84.1
2025,0.37,5,3,93.3
2026,0.89,4,3,88.5
2027,0.43,4,3,93.7
2028,0.41,6,2,91
2029,0.27,6,1,82.8
2030,0.58,5,3,95.8
2031,0.25,8,1,82
2032,0.26,3,3,77.7
2033,0.4,3,1,89.3
2034,0.79,2,1,87.4
2035,0.62,7,2,94.5
2036,0.75,4,3,84.7
2037,0.52,3,1,93.3
2038,0.68,3,4,92.1
2039,0.23,4,2,84
2040,0.54,7,4,88.4
2041,0.83,3,2,89.1
2042,0.77,8,2,96.6
2043,0.28,3,4,81.8
2044,0.65,7,3,87.3
2045,0.44,8,3,82
2046,0.56,8,2,97.8
2047,0.51,6,1,81.6
2048,0.33,5,3,91.5
2049,0.49,5,4,79.6
2050,0.51,6,3,98.2
2051,0.29,6,2,100
2052,0.76,6,2,87.9
2053,0.64,3,2,82.7
2054,0.68,7,4,94
2055,0.4,3,3,92.8
2056,0.5,4,3,99.5
2057,0.46,4,2,84.5
2058,0.38,5,4,82.7
2059,0.6,6,2,97.3
2060,0.68,4,2,93
2061,0.76,3,4,100
2062,0.78,3,3,85.5
2063,0.7,4,3,94.8
2064,0.76,2,2,96.5
2065,0.2,5,4,91
2066,0.28,2,3,78.6
2067,0.53,6,4,87.7
2068,0.32,5,3,92.6
2069,0.29,7,3,91.1
2070,0.29,2,2,98.1
2071,0.23,7,2,89.3
2072,0.51,4,3,96.6
2073,0.34,3,2,82.4
2074,0.9,6,2,85.4
2075,0.31,3,3,84.1
2076,0.59,6,3,80.3
2077,0.69,3,2,89.7
2078,0.54,4,3,91.1
2079,0.59,4,3,84.1
2080,0.26,5,1,92.9
2081,0.85,7,1,95.2
2082,0.4,2,3,80.3
2083,0.62,6,2,88.7
2084,0.3,7,3,93.5
2085,0.74,5,2,84.5
2086,0.56,8,1,99.1
2087,0.35,4,1,91.9
2088,0.72,7,3,95
2089,0.67,3,2,86.9
2090,0.5,7,3,96.3
2091,0.77,7,3,94.2
2092,0.88,6,3,95.8
2093,0.63,7,4,98.3
2094,0.27,4,4,87
2095,0.63,5,1,85.7
2096,0.66,7,2,100
2097,0.41,5,2,98.3
2098,0.59,8,2,89.8
2099,0.42,3,4,81.3
2100,0.59,6,4,84.8
2101,0.42,4,2,99
2102,0.52,7,2,97.7
2103,0.24,6,1,98.8
2104,0.7,5,2,97.1
2105,0.85,4,2,87.2
2106,0.41,5,4,89.3
2107,0.82,4,1,91.1
2108,0.66,4,4,81.8
2109,0.43,3,4,77.4
2110,0.55,2,3,75.7
2111,0.74,5,1,100
2112,0.73,3,4,98
2113,0.67,5,2,83.9
2114,0.29,8,2,83.1
2115,0.81,8,1,100
2116,0.71,3,4,79.7
2117,0.78,6,3,85.7
2118,0.37,2,2,86.4
2119,0.89,4,3,88.6
2120,0.34,5,3,89.5
2121,0.46,4,3,82.1
2122,0.62,7,3,95.7
2123,0.28,7,2,90.3
2124,0.79,2,3,98
2125,0.76,7,4,79.4
2126,0.81,7,2,96.6
2127,0.82,4,2,94.2
2128,0.83,8,2,96.9
2129,0.75,2,1,90.2
2130,0.88,6,1,93
2131,0.25,7,3,89.4
2132,0.45,6,4,87.4
2133,0.4,3,3,92.8
2134,0.6,4,2,87
2135,0.32,6,1,82.2
2136,0.53,6,2,92
2137,0.61,8,3,92.5
2138,0.23,6,3,83.5
2139,0.25,5,3,90.8
2140,0.74,2,3,96
2141,0.26,4,4,82.9
2142,0.56,4,3,90.1
2143,0.58,3,2,93.5
2144,0.28,5,4,80.1
2145,0.32,4,3,84.9
2146,0.57,6,3,85.4
2147,0.61,2,3,87.2
2148,0.52,5,2,100
2149,0.29,7,3,99.4
2150,0.45,5,2,92.8
2151,0.59,6,1,87.5
2152,0.42,6,4,81.6
2153,0.52,3,4,89.9
2154,0.3,2,4,88.1
2155,0.63,2,2,82.5
2156,0.79,4,4,89.4
2157,0.75,5,3,87.1
2158,0.25,5,3,81.1
2159,0.33,4,3,89.8
2160,0.29,7,2,89.6
2161,0.87,5,2,100
2162,0.79,3,2,87.7
2163,0.28,4,2,88
2164,0.72,8,2,99.1
2165,0.5,3,1,81.3
2166,0.59,7,1,95.1
2167,0.88,8,4,94.7
2168,0.76,5,2,94.3
2169,0.56,7,2,95.1
2170,0.22,6,2,99.2
2171,0.45,7,4,84.4
2172,0.9,7,3,97.1
2173,0.24,4,1,94.3
2174,0.47,5,4,75.7
2175,0.43,5,2,88.5
2176,0.48,6,3,94.2
2177,0.2,3,3,84.8
2178,0.68,8,2,85.7
2179,0.46,5,3,87
2180,0.6,3,4,76.3
2181,0.54,3,2,98.9
2182,0.2,4,3,95
2183,0.59,3,2,89.9
2184,0.44,3,2,98
2185,0.64,7,3,93.9
2186,0.9,6,2,100
2187,0.62,3,3,96.3
2188,0.24,7,4,81.5
2189,0.48,6,3,83.3
2190,0.51,2,2,93.5
2191,0.59,4,2,80.8
2192,0.33,3,4,70.2
2193,0.84,7,4,88.2
2194,0.59,3,1,100
2195,0.27,7,4,96
2196,0.51,4,2,88.6
2197,0.47,6,4,80.1
2198,0.47,2,4,78.9
2199,0.88,3,2,96.5
2200,0.75,5,2,100
2201,0.4,3,2,89.8
2202,0.28,5,3,94.9
2203,0.48,3,4,76.3
2204,0.68,8,2,91.1
2205,0.32,7,2,81.7
2206,0.54,3,4,98.7
2207,0.28,5,3,81.5
2208,0.82,2,3,87
2209,0.72,5,2,85.8
2210,0.56,5,3,94.3
2211,0.74,7,2,98.4
2212,0.74,7,3,86
2213,0.39,8,2,81.2
2214,0.31,6,2,93.9
2215,0.24,4,1,85.1
2216,0.34,2,3,92.7
2217,0.38,6,1,95.9
2218,0.31,8,3,83
2219,0.66,6,3,100
2220,0.37,4,4,96.2
2221,0.78,5,4,96.1
2222,0.61,2,3,86.2
2223,0.79,6,1,100
2224,0.22,7,2,84.9
2225,0.35,5,2,87.2
2226,0.23,6,3,85.6
2227,0.76,2,1,84.5
2228,0.26,8,4,81
2229,0.31,7,2,91.4
2230,0.67,5,3,87.9
2231,0.57,6,3,97.5
2232,0.62,6,2,84.8
2233,0.26,2,4,68.2
2234,0.62,7,3,99.2
2235,0.49,4,2,91.1
2236,0.49,4,2,80.6
2237,0.62,5,3,84.6
2238,0.67,4,4,74.2
2239,0.35,8,2,100
2240,0.76,4,2,89
2241,0.8,2,4,89.5
2242,0.45,7,4,99.3
2243,0.61,3,3,88.7
2244,0.54,5,3,90.4
2245,0.62,6,3,98.1
2246,0.71,7,1,84.8
2247,0.77,4,1,100
2248,0.89,3,1,100
2249,0.87,3,2,86
2250,0.74,7,2,89.1
2251,0.66,2,2,100
2252,0.84,3,1,92.3
2253,0.58,5,4,80.5
2254,0.26,4,2,81.2
2255,0.53,4,2,98.9
2256,0.68,5,2,88
2257,0.61,7,1,100
2258,0.33,5,2,94.4
2259,0.33,6,2,97.6
2260,0.65,5,3,94.8
2261,0.8,4,2,100
2262,0.76,8,2,100
2263,0.5,2,2,100
2264,0.67,5,3,95.9
2265,0.56,5,2,87.5
2266,0.65,7,1,96.1
2267,0.55,2,3,92.2
2268,0.8,7,4,82
2269,0.27,4,4,87.8
2270,0.27,8,2,87.2
2271,0.69,6,2,100
2272,0.49,7,4,77
2273,0.66,4,2,86.5
2274,0.64,8,2,88.2
2275,0.74,8,2,86.5
2276,0.83,4,4,82.8
2277,0.39,7,2,91
2278,0.53,4,1,100
2279,0.52,6,1,97
2280,0.45,5,3,94.5
2281,0.51,5,3,88.7
2282,0.67,7,2,95.4
2283,0.48,6,2,86.9
2284,0.89,4,4,83.9
2285,0.7,5,3,84.7
2286,0.5,2,2,74.7
2287,0.6,6,2,81.7
2288,0.35,2,3,75.7
2289,0.87,4,1,87.8
2290,0.41,2,3,72.5
2291,0.86,6,3,86.5
2292,0.24,6,3,84.4
2293,0.61,5,2,97.5
2294,0.7,6,2,100
2295,0.76,4,1,95.9
2296,0.34,3,3,77.1
2297,0.25,3,1,90.9
2298,0.24,2,3,88.8
2299,0.83,3,3,94.2
2300,0.63,3,1,85.8
2301,0.41,6,3,84.5
2302,0.64,7,2,82
2303,0.83,5,3,94.9
2304,0.85,3,1,100
2305,0.59,2,3,95.7
2306,0.76,6,4,91.4
2307,0.51,3,3,86.1
2308,0.73,5,2,100
2309,0.67,3,1,92.2
2310,0.68,3,1,97.9
2311,0.31,6,1,87.4
2312,0.57,6,3,92.2
2313,0.83,7,2,88.5
2314,0.89,7,3,84.2
2315,0.4,8,4,74.6
2316,0.63,4,1,87.4
2317,0.51,7,2,92.6
2318,0.87,4,3,88.1
2319,0.78,7,4,87.6
2320,0.88,8,1,96.4
2321,0.77,2,2,99.6
2322,0.58,4,2,84.5
2323,0.23,6,1,98.4
2324,0.76,8,3,81.6
2325,0.83,4,3,87.7
2326,0.36,5,2,92.5
2327,0.74,3,4,82.3
2328,0.82,8,2,100
2329,0.27,3,1,99.6
2330,0.23,3,3,84.6
2331,0.75,6,3,87.7
2332,0.36,3,3,88
2333,0.83,3,2,100
2334,0.59,3,2,97.2
2335,0.54,5,2,91.2
2336,0.41,5,2,91.6
2337,0.58,4,1,100
2338,0.43,5,3,93
2339,0.82,7,4,76.2
2340,0.26,4,3,83.7
2341,0.58,5,4,84.7
2342,0.46,2,2,80.6
2343,0.74,6,3,92.8
2344,0.75,6,3,82.3
2345,0.68,4,2,99.5
2346,0.59,5,1,96.6
2347,0.23,8,2,89.8
2348,0.4,8,3,100
2349,0.79,8,3,79
2350,0.81,6,2,89.6
2351,0.38,4,4,82.7
2352,0.45,4,2,80.2
2353,0.74,5,1,84.3
2354,0.88,7,2,95.8
2355,0.38,5,4,83.1
2356,0.34,8,4,75.9
2357,0.23,2,2,88.9
2358,0.44,2,1,96.4
2359,0.8,6,4,84
2360,0.51,3,2,86.5
2361,0.63,6,2,93.2
2362,0.28,3,3,75.7
2363,0.51,4,4,78
2364,0.53,7,2,84.5
2365,0.33,3,3,83.4
2366,0.27,2,3,86.3
2367,0.86,2,2,84.4
2368,0.51,7,4,80.1
2369,0.78,3,2,80.5
2370,0.69,6,2,100
2371,0.55,5,3,83.2
2372,0.22,4,4,78.7
2373,0.59,5,1,96.9
2374,0.36,5,1,88.3
2375,0.28,7,3,96.6
2376,0.41,5,3,84.4
2377,0.63,6,3,87.1
2378,0.27,7,4,88
2379,0.8,8,1,87.4
2380,0.2,2,4,81
2381,0.63,3,4,85.5
2382,0.4,8,2,100
2383,0.72,5,3,90.7
2384,0.45,3,4,80.8
2385,0.51,6,3,100
2386,0.25,7,2,86.5
2387,0.81,4,2,100
2388,0.5,3,3,94.8
2389,0.2,5,1,97.7
2390,0.24,7,3,86.2
2391,0.38,7,3,94.8
2392,0.84,5,1,97.4
2393,0.7,2,2,81.6
2394,0.76,7,3,89.6
2395,0.57,5,1,87.1
2396,0.41,4,3,90.4
2397,0.89,2,1,100
2398,0.35,5,2,91.8
2399,0.29,6,2,93.3
2400,0.58,2,4,90.6
2401,0.59,6,2,95.9
2402,0.77,2,1,87.6
2403,0.78,8,3,92.8
2404,0.56,6,1,87.7
2405,0.69,4,4,80.1
2406,0.36,2,2,95.7
2407,0.7,7,2,92.6
2408,0.22,5,1,90.6
2409,0.63,6,3,94.5
2410,0.43,6,3,91.7
2411,0.64,3,2,92.5
2412,0.89,5,4,94.5
2413,0.51,2,1,81.2
2414,0.43,5,2,94.1
2415,0.24,6,3,86.2
2416,0.58,8,4,84.7
2417,0.89,4,1,100
2418,0.89,2,4,86.2
2419,0.29,4,2,83.8
2420,0.52,5,3,95.9
2421,0.67,6,1,97.5
2422,0.89,2,1,82.4
2423,0.21,4,3,78.6
2424,0.68,7,3,99.3
2425,0.42,6,2,97.2
2426,0.22,3,2,81.4
2427,0.36,3,1,91.4
2428,0.61,4,2,91.4
2429,0.76,2,4,86.4
2430,0.49,7,2,98.1
2431,0.86,6,2,96.3
2432,0.41,8,3,85.7
2433,0.67,3,3,89.6
2434,0.64,6,1,95.8
2435,0.23,8,2,100
2436,0.8,8,3,88.8
2437,0.84,8,2,86.7
2438,0.51,5,2,90.7
2439,0.6,8,3,94.8
2440,0.85,6,4,82.9
2441,0.7,3,2,88.2
2442,0.72,6,4,84.1
2443,0.35,3,2,90.3
2444,0.84,3,3,99.7
2445,0.26,3,2,90.9
2446,0.29,6,2,91.1
2447,0.23,4,3,85.2
2448,0.26,4,2,84.4
2449,0.24,5,3,82.3
2450,0.52,5,1,93.9
2451,0.48,5,3,89.1
2452,0.89,3,1,100
2453,0.62,3,2,95
2454,0.48,4,3,91.7
2455,0.54,5,2,77.8
2456,0.3,2,1,97
2457,0.76,2,1,91.6
2458,0.43,4,3,77
2459,0.78,5,4,82.1
2460,0.43,4,4,74.2
2461,0.84,6,2,92.9
2462,0.67,6,3,79.4
2463,0.52,2,3,86.5
2464,0.9,7,3,97
2465,0.54,5,3,89.6
2466,0.41,6,4,87.3
2467,0.21,5,4,85.7
2468,0.73,3,1,90.2
2469,0.72,2,3,92.2
2470,0.47,7,1,85.9
2471,0.83,5,2,88
2472,0.83,4,3,94
2473,0.57,8,4,93.7
2474,0.57,7,1,85.3
2475,0.39,2,4,82.7
2476,0.8,4,4,84.5
2477,0.56,8,2,92.9
2478,0.22,8,3,81.5
2479,0.6,7,2,100
2480,0.28,6,2,77.2
2481,0.73,3,3,85.8
2482,0.8,5,2,84.2
2483,0.85,6,3,86.3
2484,0.53,7,4,91.7
2485,0.23,4,3,89.1
2486,0.68,4,3,95
2487,0.35,4,3,89.1
2488,0.26,5,3,78.5
2489,0.38,4,3,83.8
2490,0.69,3,2,82.7
2491,0.55,5,3,85.9
2492,0.85,6,2,80.9
2493,0.82,5,4,89.1
2494,0.74,7,1,85.6
2495,0.84,2,1,90.6
2496,0.41,7,3,85.7
2497,0.72,4,1,90.5
2498,0.4,5,4,92.4
2499,0.54,3,1,93.2
2500,0.59,8,3,85.2
2501,0.89,3,2,93
2502,0.21,7,2,85.5
2503,0.54,7,3,89.8
2504,0.42,5,4,87.6
2505,0.3,6,2,92.8
2506,0.43,4,1,79.8
2507,0.82,5,3,92.1
2508,0.43,5,2,91.4
2509,0.9,3,2,92.4
2510,0.75,4,2,88.2
2511,0.54,3,2,100
2512,0.82,2,2,84.8
2513,0.71,6,2,92.2
2514,0.71,5,4,96.2
2515,0.79,5,2,90.1
2516,0.71,6,2,99.7
2517,0.4,8,2,85.7
2518,0.58,3,2,92.2
2519,0.59,2,4,91.5
2520,0.73,4,3,78.9
2521,0.26,5,4,79.4
2522,0.86,4,3,100
2523,0.24,2,3,89.8
2524,0.62,5,4,89
2525,0.5,6,3,96.5
2526,0.87,4,4,85.4
2527,0.79,8,2,90.9
2528,0.31,4,2,78.9
2529,0.82,7,2,100
2530,0.86,6,1,89.6
2531,0.21,6,3,85.7
2532,0.64,7,1,94.7
2533,0.49,4,4,80.6
2534,0.85,8,1,96.6
2535,0.65,2,4,96.4
2536,0.58,8,3,97
2537,0.42,4,4,75.8
2538,0.2,3,2,84.4
2539,0.44,6,3,86.7
2540,0.49,4,3,89
2541,0.6,3,2,95.4
2542,0.34,4,3,79.2
2543,0.31,5,3,92
2544,0.63,8,1,83.6
2545,0.23,3,3,91.7
2546,0.34,5,4,86.2
2547,0.32,7,2,81.9
2548,0.89,5,2,88.3
2549,0.68,3,4,79.6
2550,0.67,7,3,92.8
2551,0.34,7,2,98.8
2552,0.56,3,3,79
2553,0.89,4,4,97.4
2554,0.5,6,1,83.7
2555,0.37,7,2,91.6
2556,0.64,5,4,95.9
2557,0.3,3,4,88.6
2558,0.59,4,3,86
2559,0.75,7,3,100
2560,0.87,7,4,88.7
2561,0.2,6,4,91.7
2562,0.69,3,3,93.2
2563,0.58,6,2,98.1
2564,0.43,2,4,88.3
2565,0.87,3,1,91.9
2566,0.82,8,3,90.5
2567,0.71,2,3,96
2568,0.43,6,3,80.1
2569,0.22,8,2,90.7
2570,0.71,2,2,95.2
2571,0.38,3,3,79.1
2572,0.28,5,3,81.1
2573,0.34,7,1,93.9
2574,0.47,7,2,87.8
2575,0.85,6,4,82.6
2576,0.6,5,2,84.2
2577,0.2,4,2,81.8
2578,0.2,3,3,85.5
2579,0.44,2,3,85.1
2580,0.39,4,3,85.8
2581,0.69,6,3,81.3
2582,0.51,3,2,74.4
2583,0.26,5,1,99.8
2584,0.54,6,4,79.5
2585,0.45,2,2,87.2
2586,0.79,2,2,86.4
2587,0.48,7,3,85.8
2588,0.39,7,4,79.8
2589,0.73,8,2,85.1
2590,0.64,6,4,78.7
2591,0.41,6,2,84.1
2592,0.34,2,4,90.9
2593,0.85,2,4,82.6
2594,0.57,3,1,85.8
2595,0.47,5,1,94.5
2596,0.26,5,1,87.8
2597,0.45,6,3,81.9
2598,0.78,7,3,85.1
2599,0.63,4,3,97.3
2600,0.72,3,4,82.8
2601,0.55,7,4,86.2
2602,0.71,3,3,93.5
2603,0.84,4,2,99.1
2604,0.35,3,2,87.3
2605,0.79,3,2,88.5
2606,0.83,5,2,100
2607,0.3,5,1,86.9
2608,0.86,8,3,89.7
2609,0.83,2,4,91.9
2610,0.73,8,2,87.5
2611,0.85,6,3,88.8
2612,0.71,5,3,90.8
2613,0.56,7,2,91.9
2614,0.86,3,1,85.9
2615,0.55,6,1,91.7
2616,0.9,3,3,83.4
2617,0.58,4,4,88.9
2618,0.35,4,2,84.3
2619,0.38,7,1,97.1
2620,0.2,4,3,86.3
2621,0.24,4,2,94.3
2622,0.76,6,3,86.7
2623,0.24,6,2,94.4
2624,0.89,2,2,85.5
2625,0.64,4,3,98.5
2626,0.85,7,2,84.7
2627,0.29,5,3,88.2
2628,0.31,6,4,83.2
2629,0.63,6,1,90.9
2630,0.7,3,2,94
2631,0.66,6,1,92
2632,0.38,3,3,89.6
2633,0.65,4,3,85.4
2634,0.33,7,2,100
2635,0.78,7,2,96.2
2636,0.81,5,2,100
2637,0.39,8,2,92.5
2638,0.34,7,2,89.1
2639,0.34,2,2,97.4
2640,0.47,7,3,78.9
2641,0.52,3,1,88.9
2642,0.2,5,1,92.9
2643,0.45,5,2,83.1
2644,0.62,7,3,95.4
2645,0.81,3,2,100
2646,0.84,5,4,98.7
2647,0.71,5,2,93.6
2648,0.28,5,3,85.2
2649,0.49,3,2,90.8
2650,0.89,3,2,99.2
2651,0.76,2,3,87.3
2652,0.2,2,2,79.8
2653,0.48,7,4,91.4
2654,0.48,5,2,100
2655,0.52,5,3,90.5
2656,0.79,6,3,98.7
2657,0.41,3,3,90
2658,0.51,4,2,96
2659,0.59,6,2,82.4
2660,0.58,7,2,100
2661,0.55,4,3,93.8
2662,0.43,7,3,97.8
2663,0.49,6,2,91.4
2664,0.26,7,1,95.8
2665,0.84,2,3,94.1
2666,0.48,5,1,85
2667,0.35,8,3,83.8
2668,0.72,4,2,92.8
2669,0.64,3,2,83.6
2670,0.2,6,3,72.3
2671,0.44,2,2,89
2672,0.67,7,3,98.1
2673,0.4,6,2,85.7
2674,0.29,2,3,86.2
2675,0.52,4,2,91.5
2676,0.89,6,1,93.6
2677,0.74,4,4,95.4
2678,0.52,3,2,96.2
2679,0.37,8,3,90.1
2680,0.36,7,2,85
2681,0.7,4,3,94
2682,0.8,4,2,98.9
2683,0.21,7,2,86
2684,0.62,3,2,96.1
2685,0.22,2,2,89.1
2686,0.45,7,2,87.2
2687,0.21,2,3,90.3
2688,0.82,7,2,94.7
2689,0.55,8,1,94.2
2690,0.2,7,3,78
2691,0.5,6,3,86.2
2692,0.62,6,4,80.6
2693,0.5,4,4,81.4
2694,0.68,3,3,89.4
2695,0.58,5,2,97.4
2696,0.27,4,2,97.2
2697,0.4,5,1,84.9
2698,0.51,2,2,90.7
2699,0.36,6,1,98.4
2700,0.71,8,4,81.9
2701,0.51,6,1,99.5
2702,0.38,6,3,83.7
2703,0.83,7,1,92.9
2704,0.47,6,1,86.2
2705,0.44,8,3,95.1
2706,0.5,8,4,93.9
2707,0.22,6,4,92.8
2708,0.57,3,3,82
2709,0.26,5,1,88.8
2710,0.79,2,2,80.3
2711,0.27,4,4,97.5
2712,0.37,3,4,90.3
2713,0.43,8,2,100
2714,0.68,3,2,100
2715,0.85,4,2,95
2716,0.38,2,1,93.9
2717,0.51,5,4,72.8
2718,0.4,4,4,79.5
2719,0.8,6,2,100
2720,0.59,7,2,84.6
2721,0.74,6,2,86.1
2722,0.59,3,2,92.7
2723,0.24,6,1,100
2724,0.74,6,3,90.3
2725,0.38,6,3,89.4
2726,0.55,5,3,83.7
2727,0.37,2,3,88.1
2728,0.67,6,3,98.3
2729,0.6,3,2,100
2730,0.49,6,2,79.3
2731,0.56,5,3,83.8
2732,0.75,6,2,99
2733,0.68,5,2,79.5
2734,0.88,4,3,100
2735,0.49,7,2,99.3
2736,0.65,3,3,97.9
2737,0.72,8,3,87.4
2738,0.7,4,3,79.4
2739,0.86,5,4,93.3
2740,0.49,2,2,92
2741,0.58,2,1,85.3
2742,0.83,5,1,100
2743,0.53,5,3,89.1
2744,0.25,7,4,82.1
2745,0.69,6,1,100
2746,0.4,6,1,90.7
2747,0.83,4,4,84.7
2748,0.44,6,3,92.7
2749,0.7,3,3,90.9
2750,0.58,6,2,93.7
2751,0.25,2,1,85
2752,0.86,2,4,88.4
2753,0.66,3,1,90.3
2754,0.31,8,1,90.9
2755,0.77,4,4,81.2
2756,0.67,3,4,82.2
2757,0.37,8,2,82.7
2758,0.34,8,2,92.7
2759,0.84,6,1,100
2760,0.86,4,3,95.2
2761,0.66,8,2,95
2762,0.78,5,1,100
2763,0.89,3,2,83
2764,0.32,3,1,82.8
2765,0.62,2,1,95.9
2766,0.2,7,2,88.9
2767,0.58,3,4,88.1
2768,0.29,3,2,87.8
2769,0.73,7,4,98
2770,0.45,6,4,73.8
2771,0.61,5,1,95.4
2772,0.23,5,3,78
2773,0.32,6,1,99.1
2774,0.42,5,3,83.7
2775,0.8,5,4,87
2776,0.68,6,4,92.2
2777,0.31,8,4,86.5
2778,0.61,7,2,85.3
2779,0.23,5,3,79.9
2780,0.29,6,2,84.3
2781,0.32,4,4,88.1
2782,0.56,4,1,85.8
2783,0.87,7,1,97.9
2784,0.69,8,2,99.2
2785,0.57,6,1,86.3
2786,0.87,6,2,82.8
2787,0.46,5,1,97.2
2788,0.56,8,1,96.6
2789,0.64,6,1,90.5
2790,0.56,4,3,82.5
2791,0.45,5,3,92.1
2792,0.86,4,2,91.3
2793,0.64,2,2,91.1
2794,0.86,5,3,89
2795,0.79,4,2,100
2796,0.34,8,1,93.1
2797,0.89,4,3,84.4
2798,0.56,7,2,85.8
2799,0.61,3,4,71.7
2800,0.65,3,3,85.2
2801,0.69,5,3,92
2802,0.87,4,3,98.7
2803,0.22,3,1,98.6
2804,0.43,4,3,86.4
2805,0.37,3,2,98.1
2806,0.21,8,2,97.3
2807,0.4,4,4,79.1
2808,0.85,7,3,80.4
2809,0.64,3,4,84.4
2810,0.88,4,3,88
2811,0.61,3,2,92.6
2812,0.22,8,4,82
2813,0.45,8,2,91.1
2814,0.81,6,3,96.7
2815,0.78,2,2,100
2816,0.47,3,2,83.3
2817,0.8,6,2,100
2818,0.65,5,3,88.8
2819,0.33,3,3,91.1
2820,0.62,5,3,93.1
2821,0.35,4,2,86.4
2822,0.69,5,3,96.5
2823,0.59,7,2,84.4
2824,0.57,4,3,86.6
2825,0.86,8,3,93.8
2826,0.68,2,2,86.2
2827,0.83,2,2,98.1
2828,0.44,2,1,89.7
2829,0.7,6,2,97.7
2830,0.21,4,4,92.6
2831,0.53,7,2,89.8
2832,0.59,5,3,86.9
2833,0.89,4,1,100
2834,0.56,6,2,97.2
2835,0.5,5,2,97.3
2836,0.53,8,3,97
2837,0.42,7,2,84
2838,0.81,5,2,93.8
2839,0.56,7,2,100
2840,0.3,7,2,89.3
2841,0.55,8,3,96.2
2842,0.77,7,3,91.8
2843,0.79,7,1,100
2844,0.27,7,4,83
2845,0.34,5,3,75.7
2846,0.72,4,3,95.5
2847,0.88,2,2,81.2
2848,0.44,8,2,92.6
2849,0.65,6,3,85
2850,0.59,2,1,86
2851,0.62,2,4,97.8
2852,0.68,5,3,94.3
2853,0.55,5,3,98.4
2854,0.33,6,3,92.1
2855,0.85,3,2,83.5
2856,0.44,7,3,81.2
2857,0.48,3,3,93.8
2858,0.85,7,3,79.6
2859,0.42,3,1,90.4
2860,0.26,7,2,95.3
2861,0.88,6,4,95
2862,0.51,7,4,74.2
2863,0.51,7,2,90.7
2864,0.57,5,2,92.3
2865,0.35,5,2,74.4
2866,0.77,6,2,100
2867,0.32,3,3,88
2868,0.9,6,2,100
2869,0.44,2,2,88.7
2870,0.67,7,3,81.1
2871,0.45,4,2,78
2872,0.45,6,2,78.4
2873,0.48,2,4,72.1
2874,0.73,8,3,96.2
2875,0.43,5,4,84.8
2876,0.83,6,2,94.4
2877,0.2,6,2,94.7
2878,0.61,4,3,78.6
2879,0.37,7,3,88.1
2880,0.3,6,3,83.2
2881,0.81,5,2,96.4
2882,0.68,7,3,93.3
2883,0.61,4,1,100
2884,0.79,7,3,87.3
2885,0.27,7,2,96
2886,0.35,6,3,83.5
2887,0.89,2,2,94.6
2888,0.63,4,3,80.8
2889,0.73,2,3,82
2890,0.61,8,4,91.4
2891,0.5,5,1,92.3
2892,0.69,7,2,90
2893,0.7,6,2,81.8
2894,0.73,4,3,95.4
2895,0.41,3,2,85.4
2896,0.34,3,2,80.6
2897,0.78,3,1,91.7
2898,0.74,5,1,100
2899,0.27,6,2,89
2900,0.77,7,2,88.2
2901,0.68,3,1,90.2
2902,0.53,4,2,91.2
2903,0.43,8,2,92.7
2904,0.3,3,4,92.4
2905,0.89,7,3,84.4
2906,0.58,3,3,96.8
2907,0.78,3,1,100
2908,0.58,6,3,98.9
2909,0.41,6,1,86.6
2910,0.65,7,1,89.9
2911,0.62,2,3,90.9
2912,0.25,5,2,99.3
2913,0.88,4,2,90.4
2914,0.63,8,4,95.8
2915,0.63,4,3,100
2916,0.8,3,3,96.4
2917,0.74,3,2,86
2918,0.61,5,3,85.8
2919,0.59,4,2,94.1
2920,0.87,4,4,89
2921,0.43,7,2,91.9
2922,0.79,5,2,78.5
2923,0.46,2,3,91.6
2924,0.88,3,1,100
2925,0.63,3,3,91.6
2926,0.73,6,2,91.6
2927,0.75,5,2,91.7
2928,0.79,5,2,90.9
2929,0.41,4,3,87.3
